statement_id,account_id,cycle_start,cycle_end,transmitted_at,due_date,previous_balance,purchases,credits,payments,fees,closing_balance,minimum_due
STM-DDA-00045-202609,ACC-DDA-00045,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,1722.38,225.46,0.00,0.00,0.00,1947.84,0.00
STM-DDA-00046-202509,ACC-DDA-00046,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00046-202510,ACC-DDA-00046,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,90.77,0.00,0.00,0.00,90.77,0.00
STM-DDA-00046-202511,ACC-DDA-00046,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,90.77,178.35,0.00,0.00,0.00,269.12,0.00
STM-DDA-00046-202512,ACC-DDA-00046,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,269.12,0.00,0.00,0.00,0.00,269.12,0.00
STM-DDA-00046-202601,ACC-DDA-00046,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,269.12,109.24,0.00,0.00,0.00,378.36,0.00
STM-DDA-00046-202602,ACC-DDA-00046,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,378.36,56.71,0.00,0.00,0.00,435.07,0.00
STM-DDA-00046-202603,ACC-DDA-00046,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,435.07,7.17,0.00,0.00,0.00,442.24,0.00
STM-DDA-00046-202604,ACC-DDA-00046,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,442.24,0.00,0.00,0.00,0.00,442.24,0.00
STM-DDA-00046-202605,ACC-DDA-00046,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,442.24,24.51,0.00,0.00,0.00,466.75,0.00
STM-DDA-00046-202606,ACC-DDA-00046,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,466.75,74.41,0.00,0.00,0.00,541.16,0.00
STM-DDA-00046-202607,ACC-DDA-00046,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,541.16,0.00,0.00,0.00,0.00,541.16,0.00
STM-DDA-00046-202608,ACC-DDA-00046,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,541.16,108.06,0.00,0.00,0.00,649.22,0.00
STM-DDA-00046-202609,ACC-DDA-00046,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,649.22,93.51,0.00,0.00,0.00,742.73,0.00
STM-DDA-00047-202509,ACC-DDA-00047,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00047-202510,ACC-DDA-00047,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,195.86,0.00,0.00,0.00,195.86,0.00
STM-DDA-00047-202511,ACC-DDA-00047,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,195.86,319.74,0.00,0.00,0.00,515.60,0.00
STM-DDA-00047-202512,ACC-DDA-00047,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,515.60,442.55,0.00,0.00,0.00,958.15,0.00
STM-DDA-00047-202601,ACC-DDA-00047,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,958.15,243.47,0.00,0.00,0.00,1201.62,0.00
STM-DDA-00047-202602,ACC-DDA-00047,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,1201.62,508.89,0.00,0.00,0.00,1710.51,0.00
STM-DDA-00047-202603,ACC-DDA-00047,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,1710.51,489.59,0.00,0.00,0.00,2200.10,0.00
STM-DDA-00047-202604,ACC-DDA-00047,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,2200.10,396.19,0.00,0.00,0.00,2596.29,0.00
STM-DDA-00047-202605,ACC-DDA-00047,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,2596.29,306.06,0.00,0.00,0.00,2902.35,0.00
STM-DDA-00047-202606,ACC-DDA-00047,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,2902.35,309.32,0.00,0.00,0.00,3211.67,0.00
STM-DDA-00047-202607,ACC-DDA-00047,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,3211.67,344.20,0.00,0.00,0.00,3555.87,0.00
STM-DDA-00047-202608,ACC-DDA-00047,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,3555.87,187.37,0.00,0.00,0.00,3743.24,0.00
STM-DDA-00047-202609,ACC-DDA-00047,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,3743.24,304.31,0.00,0.00,0.00,4047.55,0.00
STM-DDA-00048-202509,ACC-DDA-00048,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00048-202510,ACC-DDA-00048,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,40.53,0.00,0.00,0.00,40.53,0.00
STM-DDA-00048-202511,ACC-DDA-00048,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,40.53,134.86,0.00,0.00,0.00,175.39,0.00
STM-DDA-00048-202512,ACC-DDA-00048,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,175.39,0.00,0.00,0.00,0.00,175.39,0.00
STM-DDA-00048-202601,ACC-DDA-00048,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,175.39,0.00,0.00,0.00,0.00,175.39,0.00
STM-DDA-00048-202602,ACC-DDA-00048,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,175.39,67.22,0.00,0.00,0.00,242.61,0.00
STM-DDA-00048-202603,ACC-DDA-00048,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,242.61,125.72,0.00,0.00,0.00,368.33,0.00
STM-DDA-00048-202604,ACC-DDA-00048,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,368.33,0.00,0.00,0.00,0.00,368.33,0.00
STM-DDA-00048-202605,ACC-DDA-00048,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,368.33,90.94,0.00,0.00,0.00,459.27,0.00
STM-DDA-00048-202606,ACC-DDA-00048,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,459.27,0.00,0.00,0.00,0.00,459.27,0.00
STM-DDA-00048-202607,ACC-DDA-00048,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,459.27,173.64,0.00,0.00,0.00,632.91,0.00
STM-DDA-00048-202608,ACC-DDA-00048,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,632.91,254.39,0.00,0.00,0.00,887.30,0.00
STM-DDA-00048-202609,ACC-DDA-00048,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,887.30,0.00,0.00,0.00,0.00,887.30,0.00
STM-DDA-00049-202509,ACC-DDA-00049,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00049-202510,ACC-DDA-00049,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00049-202511,ACC-DDA-00049,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,0.00,97.21,0.00,0.00,0.00,97.21,0.00
STM-DDA-00049-202512,ACC-DDA-00049,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,97.21,45.33,0.00,0.00,0.00,142.54,0.00
STM-DDA-00049-202601,ACC-DDA-00049,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,142.54,254.23,0.00,0.00,0.00,396.77,0.00
STM-DDA-00049-202602,ACC-DDA-00049,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,396.77,66.51,0.00,0.00,0.00,463.28,0.00
STM-DDA-00049-202603,ACC-DDA-00049,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,463.28,27.44,0.00,0.00,0.00,490.72,0.00
STM-DDA-00049-202604,ACC-DDA-00049,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,490.72,172.19,0.00,0.00,0.00,662.91,0.00
STM-DDA-00049-202605,ACC-DDA-00049,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,662.91,153.61,0.00,0.00,0.00,816.52,0.00
STM-DDA-00049-202606,ACC-DDA-00049,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,816.52,94.25,0.00,0.00,0.00,910.77,0.00
STM-DDA-00049-202607,ACC-DDA-00049,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,910.77,96.98,0.00,0.00,0.00,1007.75,0.00
STM-DDA-00049-202608,ACC-DDA-00049,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,1007.75,0.00,0.00,0.00,0.00,1007.75,0.00
STM-DDA-00049-202609,ACC-DDA-00049,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,1007.75,157.55,0.00,0.00,0.00,1165.30,0.00
STM-DDA-00050-202509,ACC-DDA-00050,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00050-202510,ACC-DDA-00050,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,618.67,0.00,0.00,0.00,618.67,0.00
STM-DDA-00050-202511,ACC-DDA-00050,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,618.67,1061.80,0.00,0.00,0.00,1680.47,0.00
STM-DDA-00050-202512,ACC-DDA-00050,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,1680.47,401.93,0.00,0.00,0.00,2082.40,0.00
STM-DDA-00050-202601,ACC-DDA-00050,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,2082.40,287.20,0.00,0.00,0.00,2369.60,0.00
STM-DDA-00050-202602,ACC-DDA-00050,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,2369.60,415.47,0.00,0.00,0.00,2785.07,0.00
STM-DDA-00050-202603,ACC-DDA-00050,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,2785.07,380.25,0.00,0.00,0.00,3165.32,0.00
STM-DDA-00050-202604,ACC-DDA-00050,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,3165.32,439.04,0.00,0.00,0.00,3604.36,0.00
STM-DDA-00050-202605,ACC-DDA-00050,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,3604.36,416.67,0.00,0.00,0.00,4021.03,0.00
STM-DDA-00050-202606,ACC-DDA-00050,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,4021.03,569.30,0.00,0.00,0.00,4590.33,0.00
STM-DDA-00050-202607,ACC-DDA-00050,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,4590.33,420.80,0.00,0.00,0.00,5011.13,0.00
STM-DDA-00050-202608,ACC-DDA-00050,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,5011.13,1020.17,23.69,0.00,0.00,6007.61,0.00
STM-DDA-00050-202609,ACC-DDA-00050,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,6007.61,428.45,60.74,0.00,0.00,6375.32,0.00
STM-DDA-00051-202509,ACC-DDA-00051,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00051-202510,ACC-DDA-00051,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,649.20,0.00,0.00,0.00,649.20,0.00
STM-DDA-00051-202511,ACC-DDA-00051,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,649.20,443.47,0.00,0.00,0.00,1092.67,0.00
STM-DDA-00051-202512,ACC-DDA-00051,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,1092.67,549.30,0.00,0.00,0.00,1641.97,0.00
STM-DDA-00051-202601,ACC-DDA-00051,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,1641.97,586.16,0.00,0.00,0.00,2228.13,0.00
STM-DDA-00051-202602,ACC-DDA-00051,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,2228.13,522.27,0.00,0.00,0.00,2750.40,0.00
STM-DDA-00051-202603,ACC-DDA-00051,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,2750.40,643.71,0.00,0.00,0.00,3394.11,0.00
STM-DDA-00051-202604,ACC-DDA-00051,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,3394.11,323.98,0.00,0.00,0.00,3718.09,0.00
STM-DDA-00051-202605,ACC-DDA-00051,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,3718.09,327.09,0.00,0.00,0.00,4045.18,0.00
STM-DDA-00051-202606,ACC-DDA-00051,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,4045.18,373.60,0.00,0.00,0.00,4418.78,0.00
STM-DDA-00051-202607,ACC-DDA-00051,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,4418.78,497.51,64.28,0.00,0.00,4852.01,0.00
STM-DDA-00051-202608,ACC-DDA-00051,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,4852.01,969.85,0.00,0.00,0.00,5821.86,0.00
STM-DDA-00051-202609,ACC-DDA-00051,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,5821.86,781.31,0.00,0.00,0.00,6603.17,0.00
STM-DDA-00052-202509,ACC-DDA-00052,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00052-202510,ACC-DDA-00052,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,192.55,0.00,0.00,0.00,192.55,0.00
STM-DDA-00052-202511,ACC-DDA-00052,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,192.55,426.80,0.00,0.00,0.00,619.35,0.00
STM-DDA-00052-202512,ACC-DDA-00052,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,619.35,321.02,0.00,0.00,0.00,940.37,0.00
STM-DDA-00052-202601,ACC-DDA-00052,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,940.37,289.96,18.58,0.00,0.00,1211.75,0.00
STM-DDA-00052-202602,ACC-DDA-00052,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,1211.75,248.93,0.00,0.00,0.00,1460.68,0.00
STM-DDA-00052-202603,ACC-DDA-00052,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,1460.68,144.95,0.00,0.00,0.00,1605.63,0.00
STM-DDA-00052-202604,ACC-DDA-00052,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,1605.63,603.28,0.00,0.00,0.00,2208.91,0.00
STM-DDA-00052-202605,ACC-DDA-00052,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,2208.91,353.08,0.00,0.00,0.00,2561.99,0.00
STM-DDA-00052-202606,ACC-DDA-00052,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,2561.99,175.79,0.00,0.00,0.00,2737.78,0.00
STM-DDA-00052-202607,ACC-DDA-00052,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,2737.78,477.23,41.38,0.00,0.00,3173.63,0.00
STM-DDA-00052-202608,ACC-DDA-00052,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,3173.63,468.90,0.00,0.00,0.00,3642.53,0.00
STM-DDA-00052-202609,ACC-DDA-00052,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,3642.53,488.32,0.00,0.00,0.00,4130.85,0.00
STM-DDA-00053-202509,ACC-DDA-00053,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00053-202510,ACC-DDA-00053,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,211.25,0.00,0.00,0.00,211.25,0.00
STM-DDA-00053-202511,ACC-DDA-00053,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,211.25,40.41,0.00,0.00,0.00,251.66,0.00
STM-DDA-00053-202512,ACC-DDA-00053,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,251.66,1111.12,0.00,0.00,0.00,1362.78,0.00
STM-DDA-00053-202601,ACC-DDA-00053,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,1362.78,156.44,0.00,0.00,0.00,1519.22,0.00
STM-DDA-00053-202602,ACC-DDA-00053,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,1519.22,293.93,0.00,0.00,0.00,1813.15,0.00
STM-DDA-00053-202603,ACC-DDA-00053,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,1813.15,453.85,37.80,0.00,0.00,2229.20,0.00
STM-DDA-00053-202604,ACC-DDA-00053,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,2229.20,159.76,0.00,0.00,0.00,2388.96,0.00
STM-DDA-00053-202605,ACC-DDA-00053,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,2388.96,131.55,0.00,0.00,0.00,2520.51,0.00
STM-DDA-00053-202606,ACC-DDA-00053,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,2520.51,375.11,0.00,0.00,0.00,2895.62,0.00
STM-DDA-00053-202607,ACC-DDA-00053,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,2895.62,40.44,0.00,0.00,0.00,2936.06,0.00
STM-DDA-00053-202608,ACC-DDA-00053,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,2936.06,459.16,0.00,0.00,0.00,3395.22,0.00
STM-DDA-00053-202609,ACC-DDA-00053,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,3395.22,28.78,0.00,0.00,0.00,3424.00,0.00
STM-DDA-00054-202509,ACC-DDA-00054,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00054-202510,ACC-DDA-00054,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,50.95,0.00,0.00,0.00,50.95,0.00
STM-DDA-00054-202511,ACC-DDA-00054,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,50.95,54.73,0.00,0.00,0.00,105.68,0.00
STM-DDA-00054-202512,ACC-DDA-00054,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,105.68,163.00,0.00,0.00,0.00,268.68,0.00
STM-DDA-00054-202601,ACC-DDA-00054,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,268.68,0.00,0.00,0.00,0.00,268.68,0.00
STM-DDA-00054-202602,ACC-DDA-00054,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,268.68,209.53,0.00,0.00,0.00,478.21,0.00
STM-DDA-00054-202603,ACC-DDA-00054,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,478.21,135.68,0.00,0.00,0.00,613.89,0.00
STM-DDA-00054-202604,ACC-DDA-00054,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,613.89,157.78,0.00,0.00,0.00,771.67,0.00
STM-DDA-00054-202605,ACC-DDA-00054,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,771.67,182.66,0.00,0.00,0.00,954.33,0.00
STM-DDA-00054-202606,ACC-DDA-00054,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,954.33,262.59,0.00,0.00,0.00,1216.92,0.00
STM-DDA-00054-202607,ACC-DDA-00054,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,1216.92,78.27,0.00,0.00,0.00,1295.19,0.00
STM-DDA-00054-202608,ACC-DDA-00054,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,1295.19,0.00,0.00,0.00,0.00,1295.19,0.00
STM-DDA-00054-202609,ACC-DDA-00054,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,1295.19,0.00,0.00,0.00,0.00,1295.19,0.00
STM-DDA-00055-202606,ACC-DDA-00055,2026-06-09,2026-06-28,2026-06-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00055-202607,ACC-DDA-00055,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00055-202608,ACC-DDA-00055,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00055-202609,ACC-DDA-00055,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00056-202509,ACC-DDA-00056,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00056-202510,ACC-DDA-00056,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,307.68,0.00,0.00,0.00,307.68,0.00
STM-DDA-00056-202511,ACC-DDA-00056,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,307.68,459.13,0.00,0.00,0.00,766.81,0.00
STM-DDA-00056-202512,ACC-DDA-00056,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,766.81,548.14,0.00,0.00,0.00,1314.95,0.00
STM-DDA-00056-202601,ACC-DDA-00056,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,1314.95,390.97,0.00,0.00,0.00,1705.92,0.00
STM-DDA-00056-202602,ACC-DDA-00056,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,1705.92,124.43,0.00,0.00,0.00,1830.35,0.00
STM-DDA-00056-202603,ACC-DDA-00056,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,1830.35,664.66,0.00,0.00,0.00,2495.01,0.00
STM-DDA-00056-202604,ACC-DDA-00056,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,2495.01,855.46,0.00,0.00,0.00,3350.47,0.00
STM-DDA-00056-202605,ACC-DDA-00056,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,3350.47,195.54,0.00,0.00,0.00,3546.01,0.00
STM-DDA-00056-202606,ACC-DDA-00056,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,3546.01,211.71,0.00,0.00,0.00,3757.72,0.00
STM-DDA-00056-202607,ACC-DDA-00056,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,3757.72,33.50,0.00,0.00,0.00,3791.22,0.00
STM-DDA-00056-202608,ACC-DDA-00056,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,3791.22,445.88,0.00,0.00,0.00,4237.10,0.00
STM-DDA-00056-202609,ACC-DDA-00056,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,4237.10,72.73,0.00,0.00,0.00,4309.83,0.00
STM-DDA-00057-202509,ACC-DDA-00057,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00057-202510,ACC-DDA-00057,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,82.69,0.00,0.00,0.00,82.69,0.00
STM-DDA-00057-202511,ACC-DDA-00057,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,82.69,149.16,0.00,0.00,0.00,231.85,0.00
STM-DDA-00057-202512,ACC-DDA-00057,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,231.85,0.00,0.00,0.00,0.00,231.85,0.00
STM-DDA-00057-202601,ACC-DDA-00057,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,231.85,0.00,0.00,0.00,0.00,231.85,0.00
STM-DDA-00057-202602,ACC-DDA-00057,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,231.85,165.91,0.00,0.00,0.00,397.76,0.00
STM-DDA-00057-202603,ACC-DDA-00057,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,397.76,364.00,0.00,0.00,0.00,761.76,0.00
STM-DDA-00057-202604,ACC-DDA-00057,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,761.76,23.11,0.00,0.00,0.00,784.87,0.00
STM-DDA-00057-202605,ACC-DDA-00057,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,784.87,138.65,0.00,0.00,0.00,923.52,0.00
STM-DDA-00057-202606,ACC-DDA-00057,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,923.52,292.04,0.00,0.00,0.00,1215.56,0.00
STM-DDA-00057-202607,ACC-DDA-00057,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,1215.56,0.00,0.00,0.00,0.00,1215.56,0.00
STM-DDA-00057-202608,ACC-DDA-00057,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,1215.56,580.47,0.00,0.00,0.00,1796.03,0.00
STM-DDA-00057-202609,ACC-DDA-00057,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,1796.03,0.00,0.00,0.00,0.00,1796.03,0.00
STM-DDA-00058-202509,ACC-DDA-00058,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00058-202510,ACC-DDA-00058,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,116.12,0.00,0.00,0.00,116.12,0.00
STM-DDA-00058-202511,ACC-DDA-00058,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,116.12,53.24,0.00,0.00,0.00,169.36,0.00
STM-DDA-00058-202512,ACC-DDA-00058,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,169.36,97.86,0.00,0.00,0.00,267.22,0.00
STM-DDA-00058-202601,ACC-DDA-00058,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,267.22,253.33,0.00,0.00,0.00,520.55,0.00
STM-DDA-00058-202602,ACC-DDA-00058,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,520.55,56.20,0.00,0.00,0.00,576.75,0.00
STM-DDA-00058-202603,ACC-DDA-00058,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,576.75,0.00,0.00,0.00,0.00,576.75,0.00
STM-DDA-00058-202604,ACC-DDA-00058,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,,576.75,9.81,0.00,0.00,0.00,586.56,0.00
STM-DDA-00058-202605,ACC-DDA-00058,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,,586.56,125.12,0.00,0.00,0.00,711.68,0.00
STM-DDA-00058-202606,ACC-DDA-00058,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,,711.68,224.42,0.00,0.00,0.00,936.10,0.00
STM-DDA-00058-202607,ACC-DDA-00058,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,,936.10,157.76,0.00,0.00,0.00,1093.86,0.00
STM-DDA-00058-202608,ACC-DDA-00058,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,,1093.86,287.81,0.00,0.00,0.00,1381.67,0.00
STM-DDA-00058-202609,ACC-DDA-00058,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,,1381.67,0.00,0.00,0.00,0.00,1381.67,0.00
STM-DDA-00059-202509,ACC-DDA-00059,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00059-202510,ACC-DDA-00059,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-DDA-00059-202511,ACC-DDA-00059,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,,0.00,35.58,0.00,0.00,0.00,35.58,0.00
STM-DDA-00059-202512,ACC-DDA-00059,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,,35.58,85.92,0.00,0.00,0.00,121.50,0.00
STM-DDA-00059-202601,ACC-DDA-00059,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,,121.50,265.42,0.00,0.00,0.00,386.92,0.00
STM-DDA-00059-202602,ACC-DDA-00059,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,,386.92,0.00,0.00,0.00,0.00,386.92,0.00
STM-DDA-00059-202603,ACC-DDA-00059,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,,386.92,129.90,0.00,0.00,0.00,516.82,0.00
