case_id,account_id,customer_id,card_id,regime,status,stage,opened_at,intake_channel,intake_authenticated_via,claim_summary,claim_family_initial,network,network_condition,dispute_amount,provisional_credit_amount,provisional_credit_at,network_case_ref,dispute_processing_date,response_processing_date,pre_arb_processing_date,cardholder_outcome,network_outcome,closed_at,assigned_queue,related_case_ids
DSP-2026-08007,ACC-CR-00062,CUS-00071,CRD-000078,REG_Z,closed,closed,2026-06-18T14:00:00Z,phone,ivr_otp,Hotel upgrade charged; guest says complimentary.,incorrect_amount,VISA,,916.20,,,,,,,partial_credit,not_filed,2026-06-29T20:00:00Z,consumer_disputes,
DSP-2026-08010,ACC-CR-00064,CUS-00073,CRD-000080,REG_Z,closed,closed,2026-03-09T14:00:00Z,phone,ivr_otp,Teen used parent's card from wallet in game without permission.,fraud_cnp,VISA,10.4,149.95,,,,2026-03-12,,,credited,merchant_won_pre_arb,2026-04-20T20:00:00Z,fraud_cnp,
DSP-2026-08012,ACC-CR-00065,CUS-00075,CRD-000082,REG_Z,closed,closed,2026-03-02T15:00:00Z,phone,ivr_otp,Trial converted to annual; cancelled after charge.,cancelled_recurring,VISA,13.2,119.88,,,,2026-03-05,,,credited,issuer_won,2026-04-09T20:00:00Z,consumer_disputes,
DSP-2026-08015,ACC-CR-00066,CUS-00077,CRD-000084,REG_Z,closed,closed,2026-01-28T15:00:00Z,phone,ivr_otp,Tiles arrived broken.,not_as_described,VISA,13.3,329.51,,,,2026-01-31,,,credited,issuer_won,2026-03-30T20:00:00Z,consumer_disputes,
DSP-2026-08016,ACC-CR-00067,CUS-00078,CRD-000086,REG_Z,closed,closed,2026-07-08T14:00:00Z,phone,ivr_otp,Monitor has dead pixels.,not_as_described,VISA,13.3,449.00,,,,2026-07-11,,,denied,merchant_won,2026-08-19T20:00:00Z,consumer_disputes,
DSP-2026-08017,ACC-CR-00068,CUS-00079,CRD-000087,REG_Z,closed,closed,2026-06-10T14:00:00Z,phone,ivr_otp,Festival cancelled; no refund; outside dispute window.,not_received,VISA,,248.00,,,,,,,credited,not_filed,2026-06-24T20:00:00Z,consumer_disputes,
DSP-2026-08019,ACC-CR-00069,CUS-00080,CRD-000089,REG_Z,closed,closed,2026-07-22T14:00:00Z,phone,ivr_otp,No-show billed after phone cancellation.,cancelled_merch,VISA,13.7,608.18,,,,2026-07-25,,,partial_credit,issuer_won,2026-09-01T20:00:00Z,consumer_disputes,
DSP-2026-08020,ACC-DDA-00003,CUS-00018,CRD-000020,REG_E,closed,closed,2026-04-08T14:00:00Z,phone,ivr_otp,Wallet stolen; card used before customer called.,fraud_cnp,VISA,10.4,420.00,,,,2026-04-11,,,partial_credit,issuer_won,2026-05-02T20:00:00Z,fraud_cnp,
DSP-2026-09101,ACC-CR-00001,CUS-00001,CRD-000001,REG_Z,open,dispute_filed,2026-09-30T14:30:00Z,phone,ivr_otp,Paid Oakhollow Furniture for custom furniture; never delivered; merchant not responding.,not_received,VISA,13.1,2150.00,,,,2026-10-08,,,,,,consumer_disputes,
DSP-2026-09102,ACC-CR-00006,CUS-00006,CRD-000006,REG_Z,open,investigating,2026-10-06T14:30:00Z,phone,ivr_otp,Paid Oakhollow Furniture for custom furniture; never delivered; merchant not responding.,not_received,VISA,,640.00,,,,,,,,,,consumer_disputes,
DSP-2026-09103,ACC-CR-00008,CUS-00008,CRD-000008,REG_Z,open,investigating,2026-10-12T14:30:00Z,phone,ivr_otp,Paid Oakhollow Furniture for custom furniture; never delivered; merchant not responding.,not_received,VISA,,1875.50,,,,,,,,,,consumer_disputes,
DSP-2026-09104,ACC-CR-00024,CUS-00030,CRD-000033,REG_Z,open,investigating,2026-10-16T14:30:00Z,phone,ivr_otp,Paid Oakhollow Furniture for custom furniture; never delivered; merchant not responding.,not_received,VISA,,912.00,,,,,,,,,,consumer_disputes,
DSP-2026-09201,ACC-CR-00004,CUS-00004,CRD-000004,REG_Z,closed,closed,2026-10-06T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,1166.51,1166.51,2026-10-07T14:00:00Z,,2026-10-08,,,credited,issuer_won,2026-10-18T20:00:00Z,fraud_cnp,
DSP-2026-09202,ACC-CR-00012,CUS-00014,CRD-000016,REG_Z,closed,closed,2026-10-05T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,886.14,886.14,2026-10-06T14:00:00Z,,2026-10-07,,,credited,issuer_won,2026-10-17T20:00:00Z,fraud_cnp,
DSP-2026-09203,ACC-CR-00015,CUS-00017,CRD-000019,REG_Z,closed,closed,2026-10-04T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,1063.12,1063.12,2026-10-05T14:00:00Z,,2026-10-06,,,credited,issuer_won,2026-10-16T20:00:00Z,fraud_cnp,
DSP-2026-09204,ACC-CR-00018,CUS-00023,CRD-000026,REG_Z,open,dispute_filed,2026-10-09T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,720.49,720.49,2026-10-10T14:00:00Z,,2026-10-11,,,,,,fraud_cnp,
DSP-2026-09205,ACC-CR-00022,CUS-00028,CRD-000031,REG_Z,open,dispute_filed,2026-10-11T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,820.45,820.45,2026-10-12T14:00:00Z,,2026-10-13,,,,,,fraud_cnp,
DSP-2026-09206,ACC-CR-00053,CUS-00061,CRD-000067,REG_Z,closed,closed,2026-10-07T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,920.94,920.94,2026-10-08T14:00:00Z,,2026-10-09,,,credited,issuer_won,2026-10-19T20:00:00Z,fraud_cnp,
DSP-2026-09207,ACC-CR-00078,CUS-00090,CRD-000101,REG_Z,open,dispute_filed,2026-10-13T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,262.79,262.79,2026-10-14T14:00:00Z,,2026-10-15,,,,,,fraud_cnp,
DSP-2026-09208,ACC-CR-00079,CUS-00091,CRD-000102,REG_Z,open,dispute_filed,2026-10-08T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,1212.22,1212.22,2026-10-09T14:00:00Z,,2026-10-10,,,,,,fraud_cnp,
DSP-2026-09209,ACC-CR-00083,CUS-00095,CRD-000107,REG_Z,open,dispute_filed,2026-10-13T15:00:00Z,phone,ivr_otp,Did not authorize online purchase; card in possession.,fraud_cnp,VISA,10.4,748.88,748.88,2026-10-14T14:00:00Z,,2026-10-15,,,,,,fraud_cnp,
DSP-2026-09301,ACC-CR-00005,CUS-00005,CRD-000005,REG_Z,closed,closed,2026-07-21T14:00:00Z,phone,ivr_otp,Did not authorize online purchase; received password reset emails I didn't request.,fraud_cnp,VISA,10.4,780.00,,,,2026-07-23,,,credited,issuer_won,2026-08-22T20:00:00Z,fraud_cnp,
DSP-2026-09302,ACC-CR-00038,CUS-00045,CRD-000049,REG_Z,open,dispute_filed,2026-10-09T14:00:00Z,phone,ivr_otp,Did not authorize online purchase; received password reset emails I didn't request.,fraud_cnp,VISA,10.4,265.00,,,,2026-10-11,,,,,,fraud_cnp,
DSP-2026-09401,ACC-CR-00041,CUS-00048,CRD-000053,REG_Z,closed,closed,2026-01-29T15:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,163.70,,,,2026-02-02,,,credited,issuer_won,2026-03-11T20:00:00Z,consumer_disputes,
DSP-2026-09402,ACC-CR-00042,CUS-00049,CRD-000054,REG_Z,closed,closed,2026-02-03T15:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,78.18,,,,2026-02-07,,,credited,issuer_won,2026-03-16T20:00:00Z,consumer_disputes,
DSP-2026-09403,ACC-CR-00043,CUS-00050,CRD-000056,REG_Z,closed,closed,2026-03-11T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,41.19,,,,2026-03-15,,,credited,issuer_won,2026-04-21T20:00:00Z,consumer_disputes,
DSP-2026-09404,ACC-CR-00044,CUS-00051,CRD-000057,REG_Z,closed,closed,2026-03-16T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,122.26,,,,2026-03-20,,,credited,issuer_won,2026-04-26T20:00:00Z,consumer_disputes,
DSP-2026-09405,ACC-CR-00045,CUS-00053,CRD-000059,REG_Z,closed,closed,2026-03-29T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,60.87,,,,2026-04-02,,,credited,issuer_won,2026-05-09T20:00:00Z,consumer_disputes,
DSP-2026-09406,ACC-CR-00046,CUS-00054,CRD-000060,REG_Z,closed,closed,2026-04-03T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,77.68,,,,2026-04-07,,,credited,issuer_won,2026-05-14T20:00:00Z,consumer_disputes,
DSP-2026-09407,ACC-CR-00047,CUS-00055,CRD-000061,REG_Z,closed,closed,2026-05-09T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,127.11,,,,2026-05-13,,,credited,issuer_won,2026-06-19T20:00:00Z,consumer_disputes,
DSP-2026-09408,ACC-CR-00048,CUS-00056,CRD-000062,REG_Z,closed,closed,2026-05-14T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,76.35,,,,2026-05-18,,,credited,issuer_won,2026-06-24T20:00:00Z,consumer_disputes,
DSP-2026-09409,ACC-CR-00049,CUS-00057,CRD-000063,REG_Z,closed,closed,2026-05-29T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,135.94,,,,2026-06-02,,,credited,issuer_won,2026-07-09T20:00:00Z,consumer_disputes,
DSP-2026-09410,ACC-CR-00050,CUS-00058,CRD-000064,REG_Z,closed,closed,2026-06-03T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,98.42,,,,2026-06-07,,,credited,issuer_won,2026-07-14T20:00:00Z,consumer_disputes,
DSP-2026-09411,ACC-CR-00051,CUS-00059,CRD-000065,REG_Z,closed,closed,2026-07-09T14:00:00Z,phone,ivr_otp,Custom print order never arrived.,not_received,VISA,13.1,41.80,,,,2026-07-13,,,credited,issuer_won,2026-08-19T20:00:00Z,consumer_disputes,
DSP-2026-90001,ACC-CR-90001,CUS-90001,CRD-90001,REG_Z,open,intake,2026-10-20T23:12:00Z,secure_message,secure_online_banking,Custom dining table from Oakhollow Furniture never delivered; merchant stopped responding.,not_received,VISA,,1284.00,,,,,,,,,,consumer_disputes,
DSP-2026-90002,ACC-CR-90002,CUS-90002,CRD-90002,REG_Z,open,intake,2026-10-19T16:40:00Z,app_chat,mobile_app_biometric,Does not recognize TAPR* BLUEFERN CAFE BOSTON $11.40.,fraud_card_present,VISA,,11.40,,,,,,,,,,fraud_card_present,
DSP-2026-90003,ACC-CR-90003,CUS-90003,CRD-90003,REG_Z,open,intake,2026-10-20T21:25:00Z,app_chat,mobile_app_biometric,Two Glyphstack font licenses purchased; downloads never worked; merchant not replying.,not_received,VISA,,32.48,,,,,,,,,,consumer_disputes,
DSP-2026-90005,ACC-CR-90004,CUS-90004,CRD-90004,REG_Z,open,investigating,2026-10-13T15:05:00Z,phone,ivr_otp,Charged twice ($64.18 x2) by Parcelwick for one lamp.,duplicate,VISA,,64.18,64.18,2026-10-15T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90006,ACC-CR-90005,CUS-90005,CRD-90005,REG_Z,open,awaiting_merchant_evidence,2026-10-12T20:30:00Z,phone,ivr_otp,"Hotel charged $1,087.53 vs quoted $189/night; disputes $434.06 (upgrade said to be complimentary; parking not used).",incorrect_amount,VISA,,434.06,434.06,2026-10-14T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90007,ACC-CR-90006,CUS-90006,CRD-90006,REG_Z,open,awaiting_merchant_evidence,2026-10-07T02:02:00Z,app_chat,mobile_app_biometric,Free trial converted to $119.88 annual charge; cancelled; refund refused.,cancelled_recurring,VISA,,119.88,119.88,2026-10-08T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90008,ACC-CR-90007,CUS-90007,CRD-90007,REG_Z,open,investigating,2026-10-08T20:15:00Z,phone,ivr_otp,Merchant refund $15.75 less than purchase; foreign transaction fee not refunded.,credit_not_processed,VISA,,29.64,,,,,,,,,,consumer_disputes,
DSP-2026-90009,ACC-DDA-90008,CUS-90008,CRD-90008,REG_E,open,investigating,2026-10-13T13:20:00Z,phone,ivr_otp,"Unauthorized online purchases VoltCart $1,240.00 and Giftlane $59.00; card in possession.",fraud_cnp,VISA,,1299.00,,,,,,,,,,fraud_cnp,
DSP-2026-90010,ACC-CR-90009,CUS-90009,CRD-90009,REG_Z,open,investigating,2026-10-20T00:42:00Z,phone,ivr_otp,Did not authorize Nebula Forge Games purchase $69.99.,fraud_cnp,VISA,,69.99,69.99,2026-10-20T14:00:00Z,,,,,,,,fraud_cnp,
DSP-2026-90011,ACC-CR-90010,CUS-90010,CRD-90010,REG_Z,open,investigating,2026-10-07T22:05:00Z,phone,ivr_otp,23 Pixelhollow in-game purchases ($486.77) made by cardholder's child without permission.,fraud_cnp,VISA,,486.77,486.77,2026-10-09T14:00:00Z,,,,,,,,fraud_cnp,
DSP-2026-90012,ACC-CR-90012,CUS-90012,CRD-90012,REG_Z,open,investigating,2026-10-15T13:10:00Z,phone,branch_callback_verified_id,"Did not authorize Orbital Audio $1,389.00; locked out of online banking.",fraud_cnp,VISA,,1389.00,,,,,,,,,,fraud_cnp,DSP-2026-04471
DSP-2026-90013,ACC-CR-90013,CUS-90013,CRD-90013,REG_Z,open,investigating,2026-10-19T23:02:00Z,app_chat,mobile_app_password,Stridevault order $412.00 never arrived.,not_received,VISA,,412.00,412.00,2026-10-20T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90014,ACC-CR-90017,CUS-90017,CRD-90017,REG_Z,open,awaiting_merchant_evidence,2026-10-15T12:12:00Z,phone,ivr_otp,Stridevault order $219.00 marked delivered but not received.,not_received,VISA,,219.00,219.00,2026-10-16T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90015,ACC-CR-90018,CUS-90018,CRD-90018,REG_Z,open,investigating,2026-10-16T16:20:00Z,secure_message,secure_online_banking,AI travel agent (TravelMind) booked non-refundable fare despite 'refundable' instruction; cardholder cancelled trip.,fraud_cnp,VISA,,412.60,,,,,,,,,,fraud_cnp,
DSP-2026-90016,ACC-CR-90019,CUS-90019,CRD-90019,REG_Z,open,awaiting_merchant_evidence,2026-10-14T17:05:00Z,phone,ivr_otp,Billed 2-night no-show at Harbor & Vine after cancelling by phone before deadline.,cancelled_merch,VISA,,608.18,608.18,2026-10-16T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90017,ACC-CR-90020,CUS-90020,CRD-90020,REG_Z,open,pre_arb_decision_due,2026-09-18T17:30:00Z,phone,ivr_otp,Cancelled Ironwood membership 8/28; charged 9/1.,cancelled_recurring,VISA,13.2,64.00,64.00,2026-09-19T14:00:00Z,VRL7719203385,2026-09-21,2026-10-16,,,,,consumer_disputes,DSP-2026-90018
DSP-2026-90018,ACC-CR-90020,CUS-90020,CRD-90020,REG_Z,open,intake,2026-10-19T22:45:00Z,phone,ivr_otp,Ironwood charged again 10/1 after cancellation.,cancelled_recurring,VISA,,64.00,,,,,,,,,,consumer_disputes,DSP-2026-90017
DSP-2026-90019,ACC-CR-90021,CUS-90021,CRD-90021,REG_Z,open,investigating,2026-10-13T01:40:00Z,secure_message,secure_online_banking,Refurbished laptop battery far below advertised; return refused.,not_as_described,VISA,,899.00,899.00,2026-10-14T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90020,ACC-CR-90022,CUS-90022,CRD-90022,REG_Z,open,investigating,2026-10-14T17:10:00Z,phone,ivr_otp,Concert cancelled in April; never refunded.,not_received,VISA,,329.40,,,,,,,,,,consumer_disputes,
DSP-2026-90021,ACC-DDA-90023,CUS-90023,CRD-90023,REG_E,open,investigating,2026-10-15T16:40:00Z,phone,ivr_otp,Rug from Harborlane Market seller Velvet Loom never delivered.,not_received,VISA,,143.20,143.20,2026-10-16T17:00:00Z,,,,,,,,reg_e_disputes,
DSP-2026-90022,ACC-CR-90024,CUS-90024,CRD-90024,REG_Z,open,investigating,2026-10-16T13:30:00Z,app_chat,mobile_app_biometric,Custom poster from Quillmark Print not received by promised date.,not_received,VISA,,86.50,86.50,2026-10-19T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-90901,ACC-CR-90009,CUS-90009,CRD-90009,REG_Z,closed,closed,2026-01-22T15:00:00Z,phone,ivr_otp,Did not authorize digital purchase.,fraud_cnp,VISA,10.4,49.99,,,,2026-01-25,,,credited,issuer_won,2026-03-03T21:00:00Z,fraud_cnp,
DSP-2026-90902,ACC-CR-90009,CUS-90009,CRD-90009,REG_Z,closed,closed,2026-06-15T14:00:00Z,phone,ivr_otp,Did not authorize digital purchase.,fraud_cnp,VISA,10.4,24.99,,,,2026-06-18,,,credited,issuer_won,2026-07-25T20:00:00Z,fraud_cnp,
DSP-2026-91300,ACC-CR-90013,CUS-90013,CRD-90013,REG_Z,closed,closed,2026-08-29T16:10:00Z,app_chat,mobile_app_password,Order from Stridevault never arrived.,not_received,VISA,13.1,389.00,389.00,2026-08-31T14:00:00Z,,,,,credited,issuer_won,2026-10-06T20:00:00Z,consumer_disputes,
DSP-2026-91301,ACC-CR-90013,CUS-90013,CRD-90013,REG_Z,open,awaiting_merchant_evidence,2026-09-21T16:11:00Z,app_chat,mobile_app_password,Order from Orbital Audio never arrived.,not_received,VISA,,529.00,529.00,2026-09-23T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-91302,ACC-CR-90014,CUS-90014,CRD-90014,REG_Z,closed,closed,2026-09-05T16:12:00Z,app_chat,mobile_app_password,Order from Kinetic Threads never arrived.,not_received,VISA,13.1,298.00,298.00,2026-09-07T14:00:00Z,,,,,credited,issuer_won,2026-10-13T20:00:00Z,consumer_disputes,
DSP-2026-91303,ACC-CR-90015,CUS-90015,CRD-90015,REG_Z,closed,closed,2026-09-12T16:13:00Z,app_chat,mobile_app_password,Order from Stridevault never arrived.,not_received,VISA,13.1,376.00,376.00,2026-09-14T14:00:00Z,,,,,denied,merchant_won,2026-10-20T20:00:00Z,consumer_disputes,
DSP-2026-91304,ACC-CR-90014,CUS-90014,CRD-90014,REG_Z,open,awaiting_merchant_evidence,2026-10-02T16:14:00Z,app_chat,mobile_app_password,Order from Stridevault never arrived.,not_received,VISA,,455.00,455.00,2026-10-04T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-91305,ACC-CR-90016,CUS-90016,CRD-90016,REG_Z,open,awaiting_merchant_evidence,2026-09-28T16:15:00Z,app_chat,mobile_app_password,Order from Orbital Audio never arrived.,not_received,VISA,,610.00,610.00,2026-09-30T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-91306,ACC-CR-90015,CUS-90015,CRD-90015,REG_Z,open,awaiting_merchant_evidence,2026-10-09T16:16:00Z,app_chat,mobile_app_password,Order from Kinetic Threads never arrived.,not_received,VISA,,344.00,344.00,2026-10-11T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-91307,ACC-CR-90014,CUS-90014,CRD-90014,REG_Z,open,awaiting_merchant_evidence,2026-10-12T16:17:00Z,app_chat,mobile_app_password,Order from Stridevault never arrived.,not_received,VISA,,188.00,188.00,2026-10-14T14:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-91308,ACC-CR-90014,CUS-90014,CRD-90014,REG_Z,open,awaiting_merchant_evidence,2026-10-19T16:18:00Z,app_chat,mobile_app_password,Order from Stridevault never arrived.,not_received,VISA,,240.00,240.00,2026-10-21T14:00:00Z,,,,,,,,consumer_disputes,
