device_id,device_type,os,hardware_id,device_fingerprint,first_seen,observed_primary_customer_id
DEV-90008-LT,laptop,macOS 16.2,,fp_4ddb3e11abad056517823d9a681ea0b5e5f8f5d8,2026-09-24,CUS-90008
DEV-90009-PH,phone,iOS 19.4,355406354541938,fp_9e3a279df1ef11be57f5621222195c8d83e430a7,2021-04-07,CUS-90009
DEV-90009-LT,laptop,Windows 11 24H2,,fp_709b09e04c6e04d9684498a47a387b797b0eeb76,2021-04-07,CUS-90009
DEV-90010-PH,phone,iOS 19.4,356804108976744,fp_7f69780e67ee6e65f2231b19b60b96c48dfdfa36,2013-09-01,CUS-90010
DEV-90010-LT,laptop,macOS 16.2,,fp_fc018ea0a6144d64f45670105dc88f0fc06f81d7,2013-09-01,CUS-90010
DEV-90010-TB,tablet,iPadOS 19.4,,fp_108e5041b92a24a179f92e1dcb92042656ab5bf3,2013-09-01,CUS-90010
DEV-90011-PH,phone,Android 16,357762404930189,fp_cc8545a1a0bc8d7670e23c8d75044d5beba5a183,2016-02-01,CUS-90011
DEV-90012-PH,phone,Android 16,355728376467542,fp_de05fbcf723adc85cc5b5f314153ef685702d035,2017-05-22,CUS-90012
DEV-90012-LT,laptop,macOS 16.2,,fp_31f0e9053ca198027549cfde2c52c29158f27de7,2017-05-22,CUS-90012
DEV-RING-A,phone,iOS 19.4,353085926725873,fp_59901c4a083a67efe3e8a9711307839e5a5f0b9e,2026-03-10,CUS-90013
DEV-RING-B,tablet,iPadOS 19.4,,fp_3c41d1c2c44abc40b7a1af5ab821c595ea320f13,2026-04-02,CUS-90014
DEV-90013-PH,phone,iOS 19.4,353321423131807,fp_0fc05933720ba29272abbcc938cc61d4eb116e49,2026-03-10,CUS-90013
DEV-90013-LT,laptop,macOS 16.2,,fp_53cbc0a5eabb0e905c09438850879ce7008ab380,2026-03-10,CUS-90013
DEV-90014-PH,phone,iOS 19.4,359353914955574,fp_f1724cdcab90d6aefa375387949faefb2ae11b54,2026-04-02,CUS-90014
DEV-90014-LT,laptop,macOS 16.2,,fp_5db1f2d273b0b1ccf662a5320a0d0d2eb8206d8a,2026-04-02,CUS-90014
DEV-90015-PH,phone,iOS 19.4,355041890252566,fp_dcd1bebdf6ee44aaf8201b40f41f8e4e5ebe50c5,2026-04-20,CUS-90015
DEV-90015-LT,laptop,Windows 11 24H2,,fp_068ae86a1ec3842c58cc1bb01ac93c079bb14c9b,2026-04-20,CUS-90015
DEV-90016-PH,phone,iOS 19.4,358540857319940,fp_fc98466bfc0a16aef0e137798465a01d0a374273,2026-05-11,CUS-90016
DEV-90016-LT,laptop,macOS 16.2,,fp_4d501db21c5b0ee5640e61b8fb949534185560a3,2026-05-11,CUS-90016
DEV-90017-PH,phone,Android 16,358548102278858,fp_c2dd556c494b875ca41b700449fb3792c51a4c3b,2014-07-15,CUS-90017
DEV-90017-LT,laptop,macOS 16.2,,fp_d042531c0450be5cf85f05e0f532333f64eea56c,2014-07-15,CUS-90017
DEV-90018-PH,phone,iOS 19.4,353546012109985,fp_626ad03108731a2619ab04d23e1016cbad9a5ab7,2018-01-08,CUS-90018
DEV-90018-LT,laptop,Windows 11 24H2,,fp_addd713e814807935107f6107375189eb19e075c,2018-01-08,CUS-90018
DEV-90019-PH,phone,Android 16,351190450174105,fp_ac2fd87d742f92a9bc82b06b7d187afcdcab3852,2010-03-03,CUS-90019
DEV-90019-LT,laptop,Windows 11 24H2,,fp_cd872955223b862a484ec393e219d3ca3414b81d,2010-03-03,CUS-90019
DEV-90020-PH,phone,iOS 19.4,354783754685430,fp_41c6726e67f65937d6d13a4944a304dd934d970f,2018-09-09,CUS-90020
DEV-90020-LT,laptop,macOS 16.2,,fp_23ad963c19979470d20a79fdcca9704e7c159125,2018-09-09,CUS-90020
DEV-90021-PH,phone,Android 16,353985418001476,fp_6ad41bb809d24aa8960bd7f7da5adce99ff51ea4,2019-12-01,CUS-90021
DEV-90021-LT,laptop,Windows 11 24H2,,fp_3a5988115526964571bb3de780262cdbb6855e37,2019-12-01,CUS-90021
DEV-90022-PH,phone,iOS 19.4,351221859504849,fp_42f72a826b5ba0df7e4d97d65a800a8f4186da24,2009-05-05,CUS-90022
DEV-90022-LT,laptop,Windows 11 24H2,,fp_0e34a497df6dbded7b8b4453205243a264cd017f,2009-05-05,CUS-90022
DEV-90023-PH,phone,Android 16,352262885668754,fp_d87bdafd48ddc6ebe2afb205df99e92153817a2a,2017-04-04,CUS-90023
DEV-90023-LT,laptop,macOS 16.2,,fp_77281a2328f05b2d24946051505b2bceac1593ce,2017-04-04,CUS-90023
DEV-90024-PH,phone,iOS 19.4,358168641986045,fp_db0a21f765d00b530356ce703f6821e168e6959f,2016-11-11,CUS-90024
DEV-90024-LT,laptop,Windows 11 24H2,,fp_061e2c88a335075abf38d6fd8259c0856b01c249,2016-11-11,CUS-90024
